state,migpuma_name,net migration,raw net migration,migpuma1,n_obs_for_median_real_wage,mean_nominal_wage,median_nominal_wage,median_real_wage,mean_real_wage,migpuma_population,top_place_population,proportion_in_named_place,n_out,n_in,n_obs_n_in,net migration (not foreign)
Texas,Capital Area COG,0.007165619470624346,3175,5200,2800,110951.13560386385,98906.00000000009,78115.99999999999,90455.03254344975,443088,338660,0.7643176976131152,6617,9792,462,0.006660076553641714
Oregon,Deschutes County,0.006102051551814834,986,400,528,92089.73217738817,73999.99999999978,56496.85714285712,72344.99916204718,161585,161585,1,2246,3232,102,0.006102051551814834
Texas,Capital Area COG,0.006016150122731757,1049,5400,817,99498.26753791148,82714.2857142857,63673.95,79539.6422142769,174364,174364,1,1740,2789,120,0.005608955977151247
Indiana,Hamilton County,0.0056052015370733205,1994,1800,2222,142409.7011747307,109222,91320.8,121968.68724266003,355741,239918,0.6744176240579522,6575,8569,283,0.005374696759721258
Tennessee,Williamson County,0.005552690476309689,1109,2600,1691,150314.45391436055,117936.52272727263,97286.66666666666,125977.70152409202,199723,199723,1,4058,5167,216,0.004596365966864107
Tennessee,Sumner County,0.005540714356386663,896,500,710,101353.19012920673,85944.99999999959,68412.72727272728,83285.4873046875,161712,161712,1,1347,2243,108,0.0049099633917087165
South Carolina,York County,0.005157910771105545,1219,500,1035,111674.72722295726,93698.36363636355,77257.13114754087,94604.70505041289,236336,236336,1,2567,3786,137,0.004849028501794056
Texas,Denton County,0.004994824193979612,3643,2000,5385,123555.90274787354,104536,84023.70731707287,101330.05998848836,729355,729355,1,12850,16493,828,0.004187261347354854
Virginia,Richmond City,0.0049233881580645,954,51235,1473,94055.25826052422,70000,53385.909090909096,76105.00726767276,193769,193769,1,4845,5799,311,0.0045724548302360024
North Carolina,Charlotte City,0.004684212531591447,4426,3100,7043,116939.35675590574,89702.84615384684,72542.82926829293,98033.21759448106,944876,574532,0.6080501568459776,23600,28026,1271,0.0037899152904719772
Georgia,Atlanta Regional Commission,0.004543827008811036,3236,3000,4833,116787.25594235078,93037,75155.21276595737,97535.33428820649,712175,712175,1,13129,16365,648,0.0034780777196616
Washington,King County,0.004478163486137005,9113,11600,14333,134625.13445592672,110000,86374.99999999648,109382.15034935283,2034986,1385717,0.6809466993876125,52897,62010,2408,0.002223111117226359
Texas,Houston-Galveston Area Council,0.004454118879180229,2169,4500,1605,148943.64573219843,114392.38095238092,93657.99999999991,125806.47491129155,486965,486965,1,5428,7597,277,0.0031172671547236453
California,Marin County,0.0043492408669910075,1096,4100,1805,163103.60027206087,120000,84600.6792452831,124883.46333476082,251998,251998,1,4961,6057,250,0.0030357383788760226
North Carolina,Wake County,0.004257228408249406,4099,1200,7244,116910.93604288093,96888.08695652246,78465.00000000074,97909.48980016653,962833,698011,0.7249554180216091,20272,24371,1037,0.003287174411346516
Colorado,"La Plata, Montezuma, Gunnison, Archuleta, Dolores, Hinsdale & San Juan Counties",0.004196970132520769,438,900,711,75681.80432329196,62317.294117647056,47668.733333333315,59529.14384929247,104361,104361,1,1579,2017,99,0.004196970132520769
Virginia,Alexandria City,0.0041789930206508315,582,51255,1970,134563.55270571192,109763,84306.45283018873,108048.1556086175,139268,139268,1,8621,9203,438,-4.8826722578050954e-4
California,Santa Clara County,0.004111783100957797,7450,8500,13469,176747.05018361285,148441,114205.46808510623,142252.23180829416,1811866,1811866,1,38848,46298,2144,7.412247925619223e-4
Virginia,Loudoun County,0.004085649443244189,1424,10700,3319,165089.7922274727,147000.11904761905,116225.99999999882,133470.2075444028,348537,348537,1,6804,8228,388,0.003239254368976608
Arkansas,Benton County,0.003975952372012299,953,100,1042,126720.35432045159,101264,86292.50704225348,110431.60341583441,239691,239691,1,2593,3546,168,0.0027493731512655876
Virginia,"James City, York Counties, Williamsburg & Poquoson Cities",0.0038419772529545123,605,51206,862,115030.96565374965,103039,81622.93827160494,93180.89461945916,157471,157471,1,2125,2730,125,0.001511389398682932
Maine,South Maine,0.0037210762859890487,1896,790,2054,102258.4754295795,83503.75000000015,64904.88888888889,82661.93235289128,509530,170780,0.33517162875591233,7006,8902,270,0.002951739838674857
Alabama,Shelby County,0.003600505847555941,689,1200,1222,112528.1270739801,92000,75767.98969072165,94184.2154596916,191362,191362,1,2394,3083,118,0.0031197416414962217
Montana,North Central Montana,0.0035715028745396922,515,400,617,79552.88148903621,62783.47368421053,51017.88888888892,66873.42814890362,144197,144197,1,807,1322,72,0.0035368280893499863
South Carolina,Beaufort & Jasper Counties,0.003571015259477243,648,1400,664,95256.1698325821,72399.99999999882,53196.76785714279,74539.4911461687,181461,181461,1,1386,2034,104,0.0029427810934580982
Alabama,Baldwin County,0.0035267844195017257,608,2600,529,108925.76034494284,88541.30769230762,71733.93975903613,91924.1019453172,172395,172395,1,1271,1879,70,0.003439774935467966
Texas,Permian Basin Regional Planning Commission,0.0035247007132826295,507,3000,467,131978.0477590662,100140.26470588235,81815.61061946902,111899.114853426,143842,143842,1,1752,2259,77,0.003177097092643317
Georgia,Three Rivers Regional Commission,0.0035142088211089777,474,2100,556,110802.56153370439,92990.89655172417,74620.95652173914,92112.93418146479,134881,134881,1,897,1371,54,0.002869195809639608
Maryland,Howard County,0.003507634760356638,1039,900,2574,158892.55737586864,136919.80487804668,109624.93617021023,130193.30349620135,296211,296211,1,5922,6961,280,0.002511723062276553
Michigan,Oakland County,0.0034794996275547612,4162,2900,7553,129409.57050115347,105000,87044.82758620677,109175.80258749609,1196149,1196149,1,20668,24830,961,0.001982194525932806
Florida,Santa Rosa County,0.0034491678882469603,560,11300,553,104200.60765855604,89052.92307692308,71022.54054054055,85356.77263661748,162358,162358,1,1497,2057,80,0.0029133150198943076
Tennessee,Nashville-Davidson,0.0034478192188726717,2187,2500,4135,93586.95462559821,71980,56285.949152542446,76395.77920909646,634314,634314,1,14912,17099,792,0.002799875140703185
Louisiana,Regional Planning Commission 6,0.00338150686159122,1132,2400,3290,99343.76643674957,70885,53827.20000000088,79617.48649527393,334762,122593,0.3662094263984562,7083,8215,638,0.0020641530400702587
Oregon,Washington County,0.0033555065006017023,1818,1327,3315,116499.82065590403,100355,79931.69387755056,95650.48598967503,541796,541796,1,9563,11381,520,0.0020561244453631993
North Carolina,Moore & Montgomery Counties,0.003342128408091469,380,3700,394,100627.09318952981,86555.23809523809,69137.4705882353,83758.69231701405,113700,113700,1,906,1286,49,0.0027440633245382584
Oklahoma,Canadian County,0.00333978454107935,390,800,352,103876.23057617902,88954.60000000005,71821.5,87132.60535396842,116774,116774,1,1028,1418,38,0.002560501481494168
North Carolina,Buncombe County,0.0033036123530887046,764,2200,1282,82919.08597233769,65897,51958.111111111015,67530.36750812485,231262,231262,1,3883,4647,220,0.003134972455483391
Virginia,Northern Shenandoah Valley Regional Commission,0.003295134543178974,337,51085,308,93642.78163725122,81569.82812499999,68466.28947368417,77428.76060833647,102272,102272,1,389,726,34,0.003295134543178974
Kentucky,Bluegrass Area Development District,0.0032292881639190154,371,2000,465,83407.02757251571,71052.30769230764,58821.562499999636,69228.63251351053,114886,114886,1,989,1360,59,0.0032292881639190154
Nebraska,Southeast Nebraska,0.0031996509471694,440,600,605,81136.40904560179,67291.55172413774,57332.18749999988,68788.65873411413,137515,137515,1,453,893,58,0.0026469839653855943
Wisconsin,Marathon County,0.0031958468994283487,426,1600,535,101416.1440844633,87041.60869565218,74646.15384615384,86117.95507711417,133298,133298,1,739,1165,46,0.0030458071388918062
Georgia,Northeast Georgia Regional Commission,0.0031916095503502296,339,3700,607,115013.65424319614,97102.80952380956,78167.53571428572,95008.1274969835,106216,106216,1,237,576,51,0.0030598026662649693
Texas,Collin County,0.003154570497968194,2738,1900,6947,134668.78413726902,111518,90564.51923076922,112031.49472042237,867947,867947,1,16034,18772,935,0.0020151000003456434
Oregon,Clackamas County,0.0031241538749921896,1200,1326,1833,119918.81440065458,99896.61538461498,76997.14999999932,96791.30129551343,384104,384104,1,4947,6147,265,0.0028586007956178535
Maryland,Montgomery County,0.0031232434310709575,3056,1000,9253,157407.01994778687,126580,99630.00000000125,127996.03105494245,978470,978470,1,21798,24854,1152,8.799452205995074e-4
Florida,Leon County,0.0030999722278517118,826,7300,1919,91393.09879977023,73922,57710.999999998974,74780.97133960153,266454,266454,1,5296,6122,320,0.002255548800168134
California,San Mateo County,0.0030950218099901287,2201,8100,5287,175575.18649983063,139433.51785714636,104888.66666667044,139275.79511604275,711142,711142,1,13625,15826,778,0.001500403576219658
Missouri,"Cole, Callaway, Moniteau & Osage Counties",0.0030949586407332886,443,500,594,85366.70868562644,70884.15,59158.41666666671,72282.57647963105,143136,143136,1,1273,1716,63,0.002207690587972278
North Carolina,New Hanover County,0.003092469018112488,811,4690,1205,98349.32889505663,75921.96428571428,59232.77777777767,79644.66307853874,262250,156722,0.5976053384175405,3986,4797,207,0.0025395614871306007
Wyoming,"Sweetwater, Fremont, Uinta, Sublette & Hot Springs Counties",0.0030613238013501676,346,500,419,93293.60962643678,84648.93617021284,71874,79407.72859195403,113023,113023,1,888,1234,60,0.0028843686683241465
Louisiana,Coordinating & Development Corporation 3,0.003058005536599498,475,200,466,93180.46797183582,79646.18333333354,64114.545454545485,78037.33865704964,155330,155330,1,1453,1928,79,0.0022339535183158437
Delaware,Sussex County,0.0030388020145762865,610,300,737,103111.15869153825,87755.66666666698,70744.9180327869,84740.59367396594,200737,200737,1,1077,1687,102,0.0030388020145762865
North Carolina,Henderson & Transylvania Counties,0.003018167043937547,416,2500,458,77886.57581550961,60753.896551724145,46485.60000000004,63421.34078145537,137832,137832,1,986,1402,70,0.00290933890533403
California,Napa County,0.003014909964165214,403,5500,817,133949.44446381865,110000,82449.59999999999,103154.43870967742,133669,133669,1,1361,1764,106,0.0029101736378666708
Ohio,"Pickaway, Union & Madison Counties",0.0030118269301403072,451,4200,515,121475.2009588103,107552.0185185185,88311.24242424242,101851.11173075042,149743,149743,1,774,1225,57,0.0027113120479755315
Texas,Galveston County,0.0030108799263714953,916,4700,1243,124934.60166428194,104536,86792.00000000015,104597.3877174486,304230,304230,1,3409,4325,195,0.0025178319034940668
Ohio,Warren County,0.0029963618903396183,649,5300,948,138499.8875302803,119525.37837837837,98589.22222222232,116556.40846695121,216596,216596,1,2529,3178,107,0.0015743596372970877
Rhode Island,Southeast Rhode Island,0.0029656485365169177,391,300,951,120496.07875980042,101264,78201.33333333331,95368.6104775481,131843,131843,1,2567,2958,154,0.0016383122350067884
Virginia,Fairfax County,0.0029618783418175515,3281,59300,11977,161485.13681759278,136863,107953,130959.46764685822,1107743,1107743,1,28693,31974,1637,5.678212365142456e-4
Colorado,Denver City,0.002952561257958711,9794,190,22064,116227.26042979943,96000,75699.66666666462,95351.21616045845,3317120,668421,0.20150642726220336,69276,79070,3622,0.002324908354234999
Louisiana,Regional Planning Commission 1,0.0029286871065506525,689,2200,951,117669.60209199025,97887,78181.63157894736,97841.15962172231,235259,125584,0.5338116713919553,1984,2673,102,0.0028224212463710207
Texas,Austin City,0.002900388391753229,3120,5300,8528,114180.14065545154,88099,67957.5526315796,92299.35447230293,1075718,838109,0.7791159021230472,33566,36686,1726,0.0016054393437685342
Georgia,Georgia Mountains Regional Commission,0.0028858024691358025,561,3300,1873,142920.86776519823,121978.26086956458,100901.99999999975,119895.84052609946,194400,194400,1,1983,2544,166,0.0017746913580246914
Kansas,Northwest Kansas,0.0028762560424572506,310,100,574,73129.94022906228,60996.112903225796,48532.49999999989,61485.46778811739,107779,107779,1,901,1211,60,0.002755638853580011
Missouri,"Pulaski, Camden, Miller & Morgan Counties",0.002846841491932646,364,1400,320,76342.24368590234,70000,56764.52212389381,62413.300168375936,127861,127861,1,1301,1665,58,-0.0012826428699916315
Washington,Snohomish County,0.0028049294088177733,2038,11700,3345,120089.13103153426,104470.51063829812,80835.91489361713,96781.76513688432,726578,726578,1,7198,9236,393,0.002389282361976278
Florida,St. Johns County,0.002764647168496582,734,10790,1223,129239.85717147436,99996.28571428548,80264.82758620597,106915.5562099359,265495,175488,0.6609841993257877,3212,3946,172,0.002143166537976233
Wisconsin,Winnebago County,0.002762984509069269,455,1501,545,97945.0968389736,81551.87443946188,67797.87234042553,82694.78281889178,164677,164677,1,1659,2114,62,0.002762984509069269
Texas,Houston City,0.0027527025547588887,11541,4600,17133,126308.15180840765,96311,77762.44444444611,106055.0704184159,4192607,1847691,0.4407021693185171,62844,74385,2968,0.0011465419964237049
Florida,Collier County,0.0027438424757132863,851,2100,1076,107372.97852147852,75168.40000000008,55467.37837837849,85690.48421578422,310149,310149,1,2555,3406,182,0.002037730252233604
New Jersey,Sussex County,0.0027431281482832646,391,1600,944,135734.8838547285,116489.74193548386,88120.47222222226,106763.12376842862,142538,142538,1,962,1353,79,0.0024765325737698017
District of Columbia,District of Columbia,0.002743036654708579,1673,100,6630,143645.00256548743,113944.26666666669,88808.49382716062,115849.91597432924,609908,609908,1,25036,26709,1409,-0.0012067393770863802
Ohio,Delaware County,0.002729389539353733,497,4000,1352,151127.87167169916,123337.96153846123,100643.53488371972,126155.75679385122,182092,182092,1,2494,2991,133,0.0024822617138589285
North Carolina,Union County,0.002719358803818889,646,5390,1165,134617.7722545046,103051.8095238112,81743.00000000041,112471.53347331412,237556,120978,0.5092609742544916,1549,2195,107,0.002563606054993349
Virginia,Chesterfield County,0.0026805434280137656,835,4100,1828,119689.01998057445,100251,80867.25581395344,99533.44501179409,311504,311504,1,3614,4449,196,0.0022888951666752274
Maine,Androscoggin County,0.0026232551091918102,277,600,274,89125.10773181941,78000,62052.258064516136,73972.6567991349,105594,105594,1,895,1172,37,0.0021970945318862812
Montana,East Montana,0.0026211794505943743,654,690,912,94761.07029021977,75013.6551724138,61596.8,79942.966616339545,249506,143342,0.5745032183594784,1820,2474,103,0.0023165775572531323
Mississippi,East Central Region,0.002605447754395554,286,1500,309,83238.35332281256,72085.33333333333,58026,71038.87515342802,109770,109770,1,546,832,37,0.002605447754395554
Tennessee,Madison & Chester Counties,0.002597426692269873,280,3000,407,94177.81193761248,77027.37837837845,63444.02127659577,78422.32663467307,107799,107799,1,382,662,41,0.002523214501062162
Florida,Clay County,0.0025735353006818267,482,1900,502,101479.24740056114,90000,70614.3,83035.51576167684,187291,187291,1,1560,2042,63,0.002386660330715304
Florida,Pinellas County,0.002569478343219094,2195,10300,4904,100791.41774739583,79447,63263.53333333336,82080.73759114584,854259,854259,1,10758,12953,795,0.002239367685912586
Oregon,Portland City,0.0025597235283937466,1908,1325,5518,102083.48286288412,82024,63044.67567567537,81561.40821027089,745393,588306,0.789256137366463,19074,20982,977,0.0014287764977669497
Texas,East Texas COG,0.002523953049572398,515,1500,676,100396.27876932269,84745.14893617023,66860.69696969698,83223.07258606527,204045,204045,1,1947,2462,110,0.0020191624396579187
Florida,Manatee County,0.0025107341831691822,790,8100,1233,100196.29697028361,84700.74999999967,63898.43750000016,81123.38127964379,314649,314649,1,2892,3682,192,0.002364539534528951
Tennessee,Hamilton County,0.0025066496696615715,818,2000,1624,98453.77113180516,81011,65125.81818181818,82522.61692498047,326332,218931,0.6708842528467941,3914,4732,253,0.0020561881764583306
Texas,Central Texas COG,0.0025036930294685656,761,3500,930,95239.87858276044,80000,64730.73437499999,78876.44505552617,303951,303951,1,3088,3849,175,0.0010988613296222089
California,Kings County,0.0024867327943096885,358,3100,240,96154.64647946354,83966.18181818182,64108.09090909095,77477.75796311819,143964,143964,1,590,948,37,0.0020213386680003336
Maryland,"Queen Anne's, Talbot, Caroline, Dorchester & Kent Counties",0.0024843808323287706,406,1300,774,109207.02251983281,94662.04761904766,72970.85714285725,87345.11788791265,163421,163421,1,1037,1443,85,0.00211111179101829
Florida,"Walton, Washington, Holmes & Bay Counties",0.00242995499940025,628,500,966,93223.02925967965,75000,57689.71428571394,75312.23697818136,258441,258441,1,2313,2941,167,0.002166838852968376
California,Contra Costa County,0.0024178098617901123,2591,1300,5582,154613.10748636327,123647,94005.88235294157,121326.52791904924,1071631,1071631,1,12292,14883,705,0.0016628858254380471
Nebraska,Sarpy County,0.0024161537133981477,420,702,786,109490.98423248593,100715.13888888911,80960.11764705903,90516.73758005045,173830,173830,1,2310,2730,93,0.0014036702525455904
Washington,Thurston County,0.0023983365232390537,609,11400,1113,97796.76998923573,82118,63208.23809523801,78237.53313240044,253926,253926,1,3392,4001,159,0.0013665398580688863
Washington,"Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",0.002385946773504061,240,10600,584,81011.09060007845,64922.190476190495,53989.80000000002,67789.28069028631,100589,100589,1,1334,1574,89,6.163695831552158e-4
Kansas,Johnson County,0.0023562785337529367,1329,600,3733,124638.79824779622,102000,83249.05882352829,104640.33326483154,564025,564025,1,11585,12914,456,0.0016311333717477063
Virginia,Northern Shenandoah Valley Regional Commission,0.002333118403637968,275,51084,485,113829.27063531766,100000,81294.75268817204,93453.32826413207,117868,117868,1,875,1150,60,0.001985271659822853
California,Alameda County,0.002314872092735534,3555,100,11400,140017.45025869022,118495,89639.33333333267,110169.54157732181,1535722,1535722,1,28200,31755,1702,0.0012593425112097112
Florida,Seminole County,0.002303803806469827,865,11700,2401,106135.95874151812,88613,69382.32258064522,86930.32542054851,375466,375466,1,5498,6363,322,0.00140358913989549
Florida,Hillsborough County,0.0023001846478501713,2834,5700,7136,108152.97411003236,84048.96666666667,67134.84615384729,88730.01619729055,1232075,1232075,1,19998,22832,1213,0.0011086987399306048
Florida,Indian River County,0.002287751978376266,281,6100,398,109253.46767907539,81464.92307692309,64749.13953488373,91753.2811450074,122828,122828,1,764,1045,62,0.0019051030709610187
California,San Luis Obispo County,0.0022776947815400014,619,7900,996,109635.33220934651,88831.59322033898,66025.27999999998,85366.05713335866,271766,271766,1,2757,3376,154,0.0020090813420368995
Montana,Northwest Montana,0.002266549646810215,266,100,309,88794.175084631,67917.8557692308,55034.328358208964,71913.29004739337,117359,117359,1,665,931,33,0.0021728201501376118
Wisconsin,Outagamie County,0.00218666305047971,387,1500,589,105221.68868226996,89780.59649122809,74234.8888888889,89272.5021481244,176982,176982,1,1312,1699,56,0.0017176888045111933
Virginia,Norfolk City,0.0021615390157792348,690,51187,1471,93674.15596573346,77978.40000000002,59165.40625000016,74707.83272984192,319217,212766,0.6665246525091082,4071,4761,266,0.0014723526629220876
Colorado,El Paso County,0.00215403013279987,1459,4100,3128,99022.38900492208,87810,69833.06666666668,79814.38211109002,677335,558994,0.8252843866033794,10983,12442,511,0.0016683029815379392
New Mexico,Santa Fe County,0.0021228292596632958,288,500,983,86864.44708905267,68938,53338.941176470595,69238.52917709108,135668,135668,1,2069,2357,141,0.0014815579208066751
Nevada,Rural Nevada,0.002113902785268391,341,300,346,100447.97569008783,89081.23076923077,73444.21875000001,87093.52085947302,161313,161313,1,828,1169,53,0.002113902785268391
Idaho,Central Idaho,0.0021080316003975145,210,300,422,74377.18962367556,62763.108695652176,50796.999999999985,60986.018268176835,99619,99619,1,507,717,50,0.0021080316003975145
Arizona,Yuma County,0.0021039695219368317,428,700,373,92579.60431123579,78036.94736842105,58202.10714285719,76479.45961907574,203425,203425,1,960,1388,67,0.0019859899225758877
Texas,Dallas County,0.0021009627945069676,5010,2300,11948,116818.50060869803,88809.49999999985,70002.84905660363,95935.61908677127,2384621,1147252,0.4811045444957501,43062,48072,2378,0.001240868045697828
Georgia,Atlanta Regional Commission,0.002100848840080472,519,5000,659,67863.70587076439,57000,45655.32258064518,55080.44818754925,247043,247043,1,1753,2272,91,0.002027987030597912
Iowa,Des Moines City,0.002093750658530491,1391,1490,2476,107973.46239906474,91242,75330.99999999921,90899.8210625051,664358,198953,0.2994665526719028,9311,10702,307,0.0018800104762793555
Indiana,"Warrick, Gibson & Posey Counties",0.0020912531432296737,247,3200,398,105702.11532066508,87156.31999999999,71609.59999999976,90102.04121140142,118111,118111,1,703,950,38,0.0020912531432296737
Washington,Spokane County,0.002088748897778463,1002,10500,1838,94738.533884832,77000,60050.21428571426,77952.52574708307,479713,479713,1,4521,5523,249,0.0016509871527350729
Oregon,"Columbia, Lincoln, Clatsop & Tillamook Counties",0.0020780782350711645,318,500,543,83132.1495993991,68995.68000000001,52874.78571428571,66461.09101151727,153026,153026,1,842,1160,73,0.00203233437455073
Arkansas,Saline County,0.0020707989366167624,222,1200,319,95796.54214267581,79242.16393442625,64759.28571428574,80664.52691038334,107205,107205,1,785,1007,33,0.0020707989366167624
South Dakota,Northeast South Dakota,0.0020666041347334385,271,300,463,81831.31985676331,62763.79999999999,49675.99999999999,69114.81436987409,131133,131133,1,963,1234,48,0.0019293389154522507
Iowa,Linn County,0.002058736444724083,445,1000,717,107018.24887892377,95813.26966292135,79388.70588235297,90549.10340807175,216152,216152,1,2445,2890,81,4.8114289944113404e-4
Mississippi,South Region,0.002048838470200609,393,2000,543,81174.62717177146,65897,54014.46428571428,66633.49014866559,191816,191816,1,1716,2109,101,0.0015222921966884931
North Carolina,"Carteret, Beaufort & Pamlico Counties",0.0020408163265306124,247,4400,621,87679.99303843365,70025.99999999999,55055.999999999985,71984.25931834662,121030,121030,1,767,1014,80,0.0018342559695943156
Arizona,Maricopa County,0.0020400095630363478,7782,100,17990,108979.37486319827,88100,70679.90476190447,90094.98434576415,3814688,2357151,0.6179144926138127,54468,62250,2930,0.0015398375961546528
Indiana,Bartholomew & Jackson Counties,0.0020225368390638545,238,2900,439,103556.20569024688,87829.79166666666,73717.59701492537,88792.81678290712,117674,117674,1,1202,1440,56,-2.974318880976256e-4
Georgia,Atlanta Regional Commission,0.0020206879961510707,210,2400,726,124686.48423455557,104049.5,86346.46875000003,103365.30232558139,103925,103925,1,1581,1791,76,0.0012701467404378157
Texas,Alamo Area COG,0.0020125938274697464,233,5800,496,116372.82724862329,101004.43636363637,79821.62500000003,95280.64531919234,115771,115771,1,1300,1533,76,0.0019262164099817744
California,Sonoma County,0.002012478205155137,958,9700,2228,111238.20304446842,91242,67040.6363636365,85178.69409085461,476030,476030,1,4934,5892,269,0.0016700628111673635
New York,Jefferson & Lewis Counties,0.0020040643832052374,285,500,614,92722.67420875421,77020.99999999999,60774.78260869565,77612.80754208754,142211,142211,1,1543,1828,104,1.2657248736033078e-4
Kentucky,Bluegrass Area Development District,0.002003490378278853,605,1900,1957,102536.61385785897,80500.6785714278,66194.98795180707,86739.65525840352,301973,301973,1,7044,7649,342,3.079745540164187e-4
Utah,Davis County,0.001997196364724598,634,11000,1274,104769.5383280813,93944.16666666587,75205.99999999988,86829.61183302056,317445,317445,1,2859,3493,142,0.001518373261509868
Minnesota,Washington County,0.0019966311983895483,486,1200,1043,138222.10816495633,114990,94230.65384615384,116381.58308368921,243410,243410,1,3575,4061,112,0.0017378086356353477
Kansas,Northeast Kansas,0.0019725368686612146,233,400,436,101159.4024136496,89901,71702.19999999997,84282.78818143987,118122,118122,1,1757,1990,77,1.0158988164778788e-4
South Dakota,Lakota Region,0.0019563859099243053,191,200,372,71463.15381831343,60762.77272727273,49908.24999999997,60878.05501266739,97629,97629,1,507,698,39,0.001741285888414303
New Jersey,Somerset County,0.001943308337180137,602,1000,2560,173652.03580654852,140000,109991.82022471911,142123.47563832984,309781,309781,1,4010,4612,220,9.200047775686695e-4
Michigan,Kent County,0.0019394886143614435,1177,1000,2276,102007.23860046588,83557.14285714293,68885.66666666688,86317.21294553112,606861,606861,1,8279,9456,311,0.0013116677459912567
Washington,Pierce County,0.001923828075461744,1517,11500,3269,107051.52945355095,90000,70076.62295081974,86382.35919657604,788532,788532,1,7971,9488,481,0.001665119487858451
Ohio,Allen County,0.0018934024543355878,187,2500,313,91895.10658991663,75240.73684210527,61986.75000000001,78643.50754267567,98764,98764,1,658,845,32,0.0018934024543355878
Texas,Rio Grande COG & Permian Basin Regional Planning Commission,0.0018904696940167608,194,3200,287,81776.33040521394,74029.4,67418.99999999997,70679.77160668744,102620,102620,1,522,716,45,0.0017442993568505165
Texas,Houston-Galveston Area Council,0.0018854909174522878,615,4800,1007,126836.7513243894,107855.68000000036,86910.07692307692,106090.17051943585,326175,326175,1,2801,3416,100,0.00133363991722235
Delaware,New Castle County,0.0018556122174277561,965,100,2837,117329.04701754385,99353,79607.27272727274,97689.86098416774,520044,520044,1,7313,8278,361,6.499450046534524e-4
California,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",0.0018398323708284357,324,300,483,86733.4204976803,69753.29729729738,53147.11224489797,68019.01307465204,176103,176103,1,932,1256,69,0.0017205839764228889
Washington,Clallam & Jefferson Counties,0.00183435184517246,178,11900,272,78631.5999191756,63827.27272727271,47066.49999999999,62209.75146494241,97037,97037,1,705,883,41,0.0015767181590527325
Missouri,"St. Francois, Washington, Perry & Ste. Genevieve Counties",0.0018084173608066637,231,2100,212,81041.470049173,70202.58333333333,59436,69616.72708985249,127736,127736,1,358,589,22,0.0016831590154694057
Michigan,Northeast Lower Peninsula,0.001803557997820381,235,300,471,75806.3770310192,65871.31707317072,53560.23684210523,62626.57274741507,130298,130298,1,413,648,49,0.0017344855638613025
Indiana,"Wayne, Fayette, Rush & Union Counties",0.001776526977705466,202,2600,359,102222.99567177637,78861.99999999999,66896.01960784313,88649.58250676285,113705,113705,1,557,759,42,0.0016094279055450507
North Carolina,Durham County,0.001762381612015213,500,1300,1837,97411.1290500356,79028.27500000011,62191.75000000009,80992.73505706216,283707,283707,1,7975,8475,348,-3.524763224030426e-4
California,Humboldt County,0.001752154189568682,219,2300,597,70855.72863227638,53473.93548387099,39204.34782608703,53678.67534311405,124989,124989,1,1418,1637,85,0.001752154189568682
Ohio,Lorain County,0.001751059407811277,519,800,919,111741.70763156579,93081.1896551724,76001.59459459466,94338.4163126593,296392,296392,1,1959,2478,86,0.0015553726146454695
Minnesota,"Beltrami, Becker, Hubbard, Clearwater, Mahnomen & Lake of the Woods Counties",0.0017463919719158895,197,200,605,82783.10495049505,73003,59083.705882352915,67669.74196496572,112804,112804,1,743,940,66,0.0017463919719158895
Michigan,Eaton & Clinton Counties,0.0017356806347632037,308,1900,814,98650.68490515984,88679.15384615393,71140.19512195123,82877.98852632975,177452,177452,1,1715,2023,93,0.0014313729910060185
Massachusetts,Berkshire County,0.0017356646952944202,216,100,839,96174.2260742633,78846.11111111096,62400.66666666659,77784.92728765623,124448,124448,1,1229,1445,81,0.0014303162766778092
Texas,Jefferson County,0.001728459078731311,420,4300,678,101489.82151317738,81111.34693877552,69225.93103448277,86549.93078175896,242991,242991,1,1464,1884,87,0.001008267795926598
Kansas,Central Kansas,0.0017227472341442528,173,1000,327,82136.07685796512,73793.94285714286,64702.82352941172,68903.28457761978,100421,100421,1,388,561,25,0.0017227472341442528
New Hampshire,Northern New Hampshire,0.001715488784342266,198,100,773,107108.609375,84679.71929824546,67229.93617021276,87804.69136029412,115419,115419,1,1325,1523,86,0.0012909486306414023
South Carolina,Greenville County,0.001708967325941387,881,100,2628,101879.68144264702,83036,68623.40983606556,85870.15931947532,515516,363472,0.7050644402889532,7046,7927,411,9.136476850379038e-4
Utah,Salt Lake County,0.0017061221429663072,1775,35000,4347,107032.73244771716,88856,70997.33333333276,88590.14690122762,1040371,1040371,1,13508,15283,648,0.0013187603268449428
Texas,Deep East Texas COG,0.0016918316975097628,292,3900,330,79638.29916738444,68068.65979381443,55783.06666666665,66724.59374102786,172594,172594,1,903,1195,47,8.690916254330974e-4
Rhode Island,Central Rhode Island,0.0016892731157152085,272,201,859,115456.57706028176,96857,75920.06666666667,93129.08712739585,161016,161016,1,1905,2177,96,0.0010247428826948874
Georgia,Coastal Regional Commission,0.0016877990795208632,443,400,1347,93595.82944809723,73971.83157894728,58863.499999999985,75491.97577206614,262472,262472,1,4618,5061,247,3.352738577829254e-4
