state,migpuma_name,net migration,raw net migration,migpuma1,n_obs_for_median_real_wage,mean_nominal_wage,median_nominal_wage,median_real_wage,mean_real_wage,migpuma_population,top_place_population,proportion_in_named_place,n_out,n_in,n_obs_n_in,net migration (not foreign)
South Carolina,Aiken & Edgefield Counties,6.669149072154635e-5,12,1500,632,102817.55541561713,87010.42424242423,72783.26315789473,88077.55132241813,179933,179933,1,1269,1281,61,-4.3905231391684683e-4
North Dakota,Northeast North Dakota,6.578143647862573e-5,7,400,469,89965.92686585823,75008.4,62308.65789473684,76396.16214526816,106413,106413,1,954,961,51,-0.0016633306081023935
Texas,North Texas Regional Planning Commission,6.07100034908252e-5,8,700,466,89190.61927083334,74484.12499999999,58186.92307692308,73248.78958333333,131774,131774,1,666,674,47,-3.339050191995386e-4
Arizona,Mohave & La Paz Counties,5.182714234560223e-5,11,600,281,85928.19306129786,61548.66666666664,49975.03999999998,72905.75552759302,212244,212244,1,1251,1262,53,-4.2404025555492736e-5
West Virginia,"Harrison, Marion, Taylor & Doddridge Counties",4.9574017549202214e-5,7,200,548,95040.21432338361,82464.82758620688,70348.375,82483.58569771121,141203,141203,1,679,686,40,4.9574017549202214e-5
Kentucky,Pennyrile Area Development District,3.8308305240576155e-5,4,200,238,91019.33751182593,75392.66666666667,62195.82352941178,78707.9477294229,104416,104416,1,534,538,25,-1.3407906834201654e-4
Wisconsin,Central Sands,3.771917535105775e-5,7,1601,748,100780.94550132543,81104,66871.99999999983,86106.99352876969,185582,185582,1,1501,1508,78,1.0776907243159358e-5
Oklahoma,Tulsa County,3.271237967296344e-5,30,1290,3092,102212.37012396695,81104,65839.0967741933,86266.69987603306,917084,513705,0.5601504333299894,10420,10450,424,-6.051790239498235e-4
Mississippi,South Region,2.9903635534490104e-5,4,1900,229,76618.04002192983,67488.00000000004,56845.28888888895,63232.12554824561,133763,133763,1,460,464,17,-2.018495398578082e-4
Oklahoma,"Cherokee, Sequoyah & Adair Counties",2.932551319648094e-5,3,200,240,68574.00842893936,64907.58620689655,54102.999999999985,57527.13041442285,102300,102300,1,297,300,13,2.932551319648094e-5
Virginia,Virginia Beach City,2.7428446041389525e-5,12,51100,2338,105383.31089809426,90000,67695.19999999997,82883.27063790939,437502,437502,1,7429,7441,356,-0.0011177091761866232
Minnesota,Wright County,2.3578788521845746e-5,3,1800,382,122992.95289120571,106954.94827586207,88755.62790697673,102848.56598127232,127233,127233,1,844,847,27,-5.501717321764008e-5
Illinois,"Clark, Jasper, Crawford, Lawrence, Richland, Clay & Wayne Counties",1.9102561653517736e-5,2,700,308,79465.67440780306,71469.35714285716,60276.857142857174,67605.32141198328,104698,104698,1,337,339,27,-3.1519226728304265e-4
Colorado,Pueblo County,1.4356842183847979e-5,5,690,1279,76629.30175237897,64812,50273.20000000005,63103.479694243666,348266,148054,0.4251175825374857,3005,3010,158,-3.158505280446555e-5
Tennessee,Memphis City,1.2685876928541609e-5,11,3200,3784,106753.19917492765,83027.91304347833,66596.50000000007,88573.65402376701,867106,439113,0.5064121341566084,10824,10835,465,-4.232469847977064e-4
Tennessee,"Lawrence, Giles, Wayne, Lewis & Perry Counties",9.456890763454792e-6,1,2800,228,73895.26995012468,52097.45454545453,43186.444444444445,60313.90336658354,105743,105743,1,327,328,25,-2.647929413767342e-4
Texas,Hidalgo County,3.9331882423892805e-6,3,6800,1363,90868.36575065608,74014.09803921547,61079.23255813943,76541.9928508944,762740,762740,1,3304,3307,124,-2.1370322783648425e-4
South Carolina,"Greenwood, Abbeville & McCormick Counties",0,0,1600,255,77777.45896464646,60758,50880.604166666664,64769.28472222222,98277,98277,1,503,503,23,-1.1192852854686244e-4
Oregon,"Umatilla, Union, Baker & Wallowa Counties",-8.21604923056699e-6,-1,100,430,77152.10394932936,64860.799999999996,52994.76923076922,63589.226900149035,121713,121713,1,830,829,56,-8.21604923056699e-6
New York,Niagara County,-9.702238306377281e-6,-2,1100,727,93592.74287714386,80000,66099.65217391303,78095.25908295414,206138,206138,1,1253,1251,60,-1.067246213701501e-4
New Mexico,Southwest New Mexico,-1.1083402604599612e-5,-1,900,213,74938.88105625717,59837.722222222226,47836.94736842106,64129.11021814007,90225,90225,1,669,668,27,-4.655029093931837e-4
Minnesota,St. Louis,-1.6774723846108682e-5,-6,390,1404,97106.02920187383,81104,66080,81473.13624622389,357681,131686,0.36816604739977804,2527,2521,129,-2.823745180761628e-4
Florida,Volusia County,-1.8057745057143734e-5,-10,3590,1691,88246.5261654287,71897,56562.39999999997,72268.75585655228,553779,456028,0.8234837362919143,3681,3671,216,-1.8780054859429484e-4
New York,NYC-Queens Community District 7,-2.0467258201439686e-5,-44,4100,10173,104127.0550283212,87087,65800,81966.70722302761,2149775,235912,0.10973799583677361,23145,23101,1118,-8.856740821713901e-4
California,Santa Barbara County,-2.3935183523019664e-5,-10,8300,1711,115297.88156224573,95000,69008.45454545454,86753.94105777054,417795,417795,1,5653,5643,299,-9.334721573977669e-4
Iowa,"Clinton, Muscatine, Jones & Cedar Counties",-3.1035900778225214e-5,-4,800,363,85828.132230345,80000,64864.00000000001,71647.37655508528,128883,128883,1,787,783,34,-3.1035900778225214e-5
Illinois,Sangamon County,-3.10486687883257e-5,-6,1300,1093,100725.75726200748,81517.6129032258,65815.2,85010.51308599368,193245,193245,1,3023,3017,132,-1.552433439416285e-4
Kentucky,Bluegrass Area Development District,-3.342720807601347e-5,-4,2100,346,108378.7383230967,84396.1481481481,70686.53333333333,92667.02056849022,119663,119663,1,944,940,42,-3.092016747031246e-4
Virginia,Henrico County,-3.7038408829956664e-5,-11,51200,1914,115428.60998908296,91137,71558.07317073159,95807.72541186979,296989,296989,1,6008,5997,259,-5.690446447511524e-4
Minnesota,Anoka County,-3.877633808194335e-5,-13,1100,939,118556.42811278615,103397.96721311472,85314.88372092992,99236.00683975432,335256,335256,1,2705,2692,77,-1.1334621900875748e-4
Wisconsin,Sauk & Columbia Counties,-4.3007793012093793e-5,-5,1000,563,88644.04657039711,80371,63795.0350877193,72062.59097472925,116258,116258,1,698,693,36,-1.2042182043386262e-4
Texas,Cameron County,-4.424433282148713e-5,-17,6700,829,88043.78370341,74076.33333333368,61277.91304347842,73932.85824742269,384230,384230,1,1392,1375,68,-4.1121203445852744e-4
New York,Chautauqua County,-5.529007543146005e-5,-7,2600,552,79413.00377253038,70966,59455.99999999997,67261.73536397931,126605,126605,1,724,717,52,-2.9224754156628887e-4
Louisiana,Acadiana Regional Development District 4,-6.4279450318872e-5,-14,1200,884,105498.90225529374,83852.99999999984,69074.24999999999,90316.69032198796,217799,110689,0.5082162911675444,2873,2859,106,-3.076230836688874e-4
Texas,Hunt & Rockwall Counties,-6.564734247621776e-5,-11,900,673,126448.83351080012,108098.29411764693,85658.66666666651,105079.2849863097,167562,167562,1,1561,1550,84,-4.893710984590779e-4
Ohio,Tuscarawas & Harrison Counties,-6.621138457463915e-5,-7,3000,286,92934.20681920144,78075.69230769224,65179.23636363635,80045.62000897263,105722,105722,1,470,463,29,-6.621138457463915e-5
Illinois,"Montgomery, Bond, Clinton, Fayette & Effingham Counties",-6.707857882850989e-5,-9,501,521,93227.0246583482,81097.35714285713,67963.09090909091,78402.34907902555,134171,134171,1,792,783,45,-2.1614208733630963e-4
Arkansas,"Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",-6.842706701062673e-5,-10,300,275,81672.8932529652,62333.78899082567,56060.36734693875,70734.27610344157,146141,146141,1,550,540,25,-1.8475308092869214e-4
Oklahoma,Southeast Oklahoma,-6.973095473298855e-5,-12,300,418,78529.01755505905,70849.942857143,59902.00000000005,67053.78870092564,172090,172090,1,476,464,29,-1.394619094659771e-4
Illinois,Chicago City,-7.454248281714527e-5,-367,3400,26100,120185.24009522655,92017.04687500001,72183.38709677412,97600.06141053469,4923367,2473823,0.5024656906543835,97607,97240,4007,-8.715580211672215e-4
North Carolina,"Rutherford, Cleveland",-7.691248977873491e-5,-19,2690,763,96957.91925800493,76999.99999999956,62268.83720930226,81421.05411022168,247034,125647,0.508622294906774,1144,1125,57,-2.1454536622489211e-4
Mississippi,South Delta Region,-7.766051998032601e-5,-9,800,436,73869.45055889939,59000,47888,62343.148237317284,115889,115889,1,716,707,45,-1.3806314663169066e-4
Utah,Washington County,-8.166042871725076e-5,-12,53001,294,96803.05800588078,71036.23529411765,54702.260869565165,78017.90002673081,146950,146950,1,975,963,42,-3.198366791425655e-4
Oregon,Yamhill & Polk Counties,-8.229243203526819e-5,-14,1200,559,92716.8998732573,85284.00000000003,66153.19672131148,74542.12312149194,170125,170125,1,1615,1601,63,-3.997060984570169e-4
Connecticut,New Haven County,-8.259622460166094e-5,-66,900,4191,121439.48439695023,101380,79568.99999999987,97790.01436032899,799068,123943,0.1551094525121767,9409,9343,474,-8.159505824285292e-4
Georgia,Georgia Mountains Regional Commission,-8.462146000225657e-5,-15,3400,620,102781.688269477,83629,67096,84503.67310154634,177260,177260,1,982,967,64,-5.302944826808078e-4
Vermont,Northeast Vermont,-8.46262341325811e-5,-12,200,857,78902.54810035843,68284.97368420978,52720.4399999999,61082.54121863799,141800,141800,1,1407,1395,69,-2.3272214386459804e-4
Pennsylvania,Monroe County,-8.573840552946763e-5,-13,600,322,100219.07972172606,91769.16279069762,72331.75000000003,79539.72464040613,151624,151624,1,822,809,23,-1.9785785891415607e-4
Pennsylvania,"Venango, Jefferson, Clarion & Forest Counties",-8.962364961289477e-5,-13,1300,694,81022.69443604475,66962.20000000001,56254.13333333334,69164.2378288479,145051,145051,1,741,728,50,-8.962364961289477e-5
North Dakota,South Central North Dakota,-9.00650720145305e-5,-12,300,470,104207.77062968856,90000,72372.75999999998,87098.97772220959,133237,133237,1,1676,1664,44,-9.00650720145305e-5
Minnesota,"Clay, Polk, Roseau, Pennington, Marshall, Norman, Kittson & Red Lake Counties",-9.0150690346248e-5,-13,100,791,85186.6144643339,76035,61479.66666666668,70373.88333183413,144203,144203,1,1373,1360,78,-5.201001366129692e-4
Hawaii,Honolulu County,-9.178115916364688e-5,-85,300,4219,111144.02036531598,95839.35714285512,68330.52083333307,83290.09315680923,926116,926116,1,13418,13333,624,-0.0012061124092446302
New Jersey,Burlington County,-9.955846976316661e-5,-43,2000,2762,137900.3941008799,115000,89978.99999999991,111426.08774321477,431907,431907,1,4655,4612,226,-8.173055773580887e-4
Virginia,West Piedmont Planning District Commission,-1.015950421619425e-4,-19,51097,486,88513.94326505276,74417.74285714296,62045.03448275864,75822.860955928,187017,187017,1,893,874,53,-1.015950421619425e-4
Georgia,Coastal Regional Commission,-1.025340559542991e-4,-14,300,454,85058.74191623912,78034.45714285708,63424.58108108108,70506.45459968978,136540,136540,1,999,985,47,-1.025340559542991e-4
Georgia,Southern Georgia Regional Commission,-1.1114625992835341e-4,-13,700,280,91413.88855069071,70981.3,60001.68000000001,77279.55748068368,116963,116963,1,473,460,20,-1.1114625992835341e-4
Louisiana,Capital Region Planning Commission 7,-1.1224884321331022e-4,-18,1800,300,88561.65808580858,72581.42857142854,59663.2,75644.3400660066,160358,160358,1,952,934,31,-1.1224884321331022e-4
Texas,Ellis County,-1.2352902932189063e-4,-19,2101,524,105573.40300968873,90125,69877.9696969697,86683.08637394352,153810,153810,1,1220,1201,57,-4.941161172875625e-4
Mississippi,North Delta Region,-1.2398871702675056e-4,-20,100,531,99096.17655066791,86074,71138.00000000001,82584.60639836638,161305,161305,1,1197,1177,47,-4.587582529989771e-4
Illinois,"Jo Daviess, Carroll, Whiteside & Lee Counties",-1.255118530256201e-4,-16,104,484,90362.69335097585,80129.28571428571,66132.5172413793,75840.34535229905,127478,127478,1,448,432,43,-5.098919029165817e-4
New Jersey,Gloucester County,-1.2758085436645475e-4,-36,2200,1399,131241.22743325864,113960.80000000003,89367.75000000007,105651.83009911518,282174,282174,1,2185,2149,103,-2.728812718393615e-4
Alabama,Calhoun County,-1.3356722438403248e-4,-15,1100,227,78548.46530382596,61678.16176470588,51951.27272727273,67151.267254313585,112303,112303,1,758,743,23,-4.185106364033018e-4
Tennessee,"Rhea, Marion, Sequatchie, Grundy, Bledsoe & Meigs Counties",-1.3503781058696435e-4,-15,2100,207,81375.84962178518,69082.78260869565,57027.9705882353,69246.78698940999,111080,111080,1,410,395,16,-3.420957868203097e-4
Missouri,"Cape Girardeau, Scott & Bollinger Counties",-1.3729718379247127e-4,-17,2200,411,85698.9881479552,72013.91780821918,61730.625000000015,72899.38147955197,123819,123819,1,914,897,36,-1.3729718379247127e-4
Maryland,Baltimore City,-1.4257123660944214e-4,-80,800,3315,102010.29090909091,81011,63511.46808510614,82860.2310806175,561123,561123,1,10759,10679,595,-0.0011744305615702796
Georgia,Northeast Georgia Regional Commission,-1.4384464778039718e-4,-18,3800,456,92316.46952155112,81538.6551724138,69337.67105263157,77164.77807225555,125135,125135,1,527,509,33,-1.4384464778039718e-4
New Jersey,Middlesex County,-1.4967893250469758e-4,-121,900,5005,132450.20381456072,114990,89456.69411764783,106287.98516444047,808397,808397,1,11754,11633,531,-0.0015388478680648245
New York,Tompkins County,-1.4979178941271632e-4,-15,2300,619,102627.39901023319,77279.82051282052,60737.522727272735,83750.08144606609,100139,100139,1,2658,2643,126,-0.0020870989324838474
Tennessee,"Roane, Loudon & Monroe Counties",-1.5068561956903912e-4,-21,1800,291,100513.28173220508,90000,77448.79999999999,85893.96266799403,139363,139363,1,418,397,18,-1.5068561956903912e-4
Ohio,Montgomery County,-1.730709248453773e-4,-91,4600,2041,98449.9697217879,81104,68174.42201834862,82979.54756409302,525796,525796,1,5596,5505,255,-5.078015047661071e-4
Arkansas,"St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties",-1.7761288285443637e-4,-18,700,196,73915.26088226702,55774.30158730159,46795.39436619719,63530.300321355535,101344,101344,1,355,337,23,-1.7761288285443637e-4
Tennessee,"Warren, Macon, Smith, DeKalb, Cannon & Trousdale Counties",-1.8555848887914238e-4,-22,600,257,80328.29855769231,69036,58070.62500000007,66856.53317307692,118561,118561,1,249,227,17,-1.8555848887914238e-4
Indiana,Vanderburgh County,-1.911153831020275e-4,-34,3300,604,90925.33659217878,74605.617977528,60091.46153846152,76713.49674115457,177903,177903,1,1836,1802,72,-3.316414000888124e-4
Kentucky,Lake Cumberland Area Development District,-1.9218514509978455e-4,-19,600,182,84194.35724786828,70354.44444444444,60190.81481481482,72046.73007938842,98863,98863,1,295,276,13,-1.9218514509978455e-4
Delaware,Kent County,-1.940158244156789e-4,-32,200,501,101079.95359366157,88099,69399.67045454544,83364.74589700057,164935,164935,1,1392,1360,55,-5.638584897080668e-4
Kentucky,Green River Area Development District,-1.9619017367501564e-4,-21,1400,225,90149.77185073879,81694.33333333339,66413.88679245289,76983.58101677937,107039,107039,1,275,254,18,-1.9619017367501564e-4
Missouri,"Johnson, Lafayette, Ray, Clinton & Caldwell Counties",-2.0692706177843106e-4,-29,800,485,76704.59434207111,70067,56818.8064516129,63543.771087464316,140146,140146,1,900,871,51,-0.0010132290611219728
Massachusetts,Hampden County,-2.114305568903444e-4,-143,290,3773,102702.61800350032,86223.60000000261,68711.31914893657,83795.94158438728,676345,414405,0.6127124470499523,6658,6515,324,-7.644027826035529e-4
Tennessee,"Coffee, Franklin, Lincoln & Moore Counties",-2.1280800158085945e-4,-28,2200,357,93198.0180874722,80000,65472.45454545455,80004.01363973314,131574,131574,1,843,815,37,-3.6481371699575906e-4
Pennsylvania,Berks County,-2.1466244330789832e-4,-86,2700,1286,115958.53596635061,95000,77918.80000000024,96600.63976616526,400629,400629,1,2391,2305,98,-5.616168574915945e-4
Florida,Southwest Heartland,-2.1571458758892724e-4,-49,2790,364,83969.42430351906,65064.071428571675,53566.941176470595,70447.90524193548,227152,137614,0.6058234133971966,570,521,31,-2.1571458758892724e-4
Pennsylvania,Delaware County,-2.171153717683212e-4,-117,3300,2573,134884.30205155915,107219.27027027014,86354.70212765958,110776.65805023444,538884,538884,1,5947,5830,238,-5.826856985919047e-4
California,Sutter & Yuba Counties,-2.1984551396316102e-4,-37,10100,399,90963.49040380777,75993.88235294119,57864.19230769246,71823.89390449869,168300,168300,1,862,825,54,-4.991087344028521e-4
North Carolina,Rockingham & Stokes Counties,-2.2159846358398583e-4,-30,300,280,78025.99651095174,70992.35,53330.64705882353,63266.53382438457,135380,135380,1,458,428,23,-2.2159846358398583e-4
Connecticut,Windham County,-2.3681302296209238e-4,-27,1500,425,99261.23574351978,88452.38400000003,71129.375,79832.1372442019,114014,114014,1,863,836,36,-4.7362604592418475e-4
Maryland,Allegany & Garrett Counties,-2.390700176314138e-4,-24,100,363,91358.43883762027,75500.54545454547,60309.33333333341,75935.76222265855,100389,100389,1,479,455,30,-2.390700176314138e-4
Pennsylvania,Crawford & Warren Counties,-2.4365514151647815e-4,-31,200,605,95643.00334194137,78409,65165.38461538459,83006.53668540179,127229,127229,1,743,712,57,-3.536929473626296e-4
Indiana,Allen County,-2.4468660198594474e-4,-86,1000,1459,97168.29733150131,78062.07407407407,64688.63888888881,84120.08544258027,351470,351470,1,3518,3432,167,-3.6133951688622075e-4
Arkansas,Pulaski County,-2.491329888881025e-4,-88,900,1622,101838.52069603272,76106.3333333332,60607.62499999989,85846.25739144026,353225,353225,1,5560,5472,208,-4.699554108571024e-4
Alabama,"Lauderdale, Colbert, Franklin & Marion",-2.505130369729789e-4,-73,190,625,90354.15170839238,79018,65429.25,77172.44929932294,291402,176267,0.6048928970974805,1586,1513,56,-4.632775341281117e-4
North Carolina,"Franklin, Vance & Warren",-2.5528414543632313e-4,-54,590,540,78869.55488494907,66911,53192.18604651165,65139.40927951716,211529,111036,0.5249209328271773,751,697,52,-2.6946659796056333e-4
Texas,Deep East Texas COG,-2.58502135227637e-4,-25,4100,162,88579.48631840796,71226.87692307692,60895.5737704918,75801.41666666667,96711,96711,1,295,270,17,-4.2394350177332464e-4
Nebraska,Douglas County,-2.604638521471281e-4,-138,900,2389,107487.26247239912,87583.59016393442,71205.16666666666,89592.74488783641,529824,529824,1,9880,9742,326,-0.0011796370115359062
New Jersey,Morris County,-2.6485757127692633e-4,-127,1500,3820,171115.71282950084,138965.4390243904,107512.72972972973,138296.5981912507,479503,479503,1,7227,7100,363,-9.343007238745118e-4
Iowa,"Wapello, Mahaska, Washington, Jefferson, Keokuk, Davis & Van Buren Counties",-2.681596931603026e-4,-33,2200,373,81358.41704515094,71590.38461538455,58779.586206896536,68424.88244723484,123061,123061,1,1131,1098,41,-2.681596931603026e-4
Alabama,"Chilton, Tallapoosa, Chambers & Coosa Counties",-2.7001374615434967e-4,-33,1800,263,82615.8091115234,70288.29230769227,58680.33333333333,69803.02741702742,122216,122216,1,639,606,22,-2.7001374615434967e-4
Tennessee,"Putnam, Overton, Jackson, Clay & Pickett Counties",-2.703753147337648e-4,-32,700,323,82627.03223443223,62729.18518518546,49196.93617021278,69754.85201465202,118354,118354,1,497,465,33,-4.055629721006472e-4
Missouri,"Taney, Barry, Stone & McDonald Counties",-2.7318475916606757e-4,-38,2700,296,75775.50221622664,61202.15384615387,46034.96428571428,62025.014646367315,139100,139100,1,862,824,35,-5.104241552839684e-4
Minnesota,"Kandiyohi, McLeod, Meeker, Renville & Sibley Counties",-2.7677191687616764e-4,-36,1900,619,94055.96454625037,84072.57894736843,66832.33333333353,78812.39641085497,130071,130071,1,721,685,48,-2.9983624328251495e-4
New Jersey,Atlantic County,-2.768386701676971e-4,-99,190,1539,107002.48839719374,90000,69364.46808510637,84619.39241384628,357609,252230,0.7053234118828106,2535,2436,137,-5.564736905391084e-4
Tennessee,Hawkins & Sullivan,-2.768760740882184e-4,-58,1090,653,94268.08132316424,78402,65136.17757009346,80575.0724547712,209480,105072,0.5015848768378843,1240,1182,60,-4.916937177773535e-4
Maryland,"Wicomico, Worcester & Somerset Counties",-2.7785660234581916e-4,-47,1400,653,100363.43988510464,81008.41176470587,64504.62962962961,82401.49421419778,169152,169152,1,1502,1455,67,-7.271566401816118e-4
Arkansas,South Central Arkansas,-2.7945506262787566e-4,-28,1900,258,100204.71604447975,77415.36842105271,66893.48387096774,87971.8050039714,100195,100195,1,459,431,27,-5.788712011577424e-4
Virginia,Southside Planning District Commission & Commonwealth Regional Council,-2.999486626327417e-4,-52,51105,449,78116.02536443148,65910.3870967742,54591.69230769229,65304.7361516035,173363,173363,1,833,781,55,-4.960689420464575e-4
Tennessee,Montgomery & Stewart Counties,-3.0380581144472536e-4,-59,300,628,75687.01884282863,66151.4285714285,50951.50000000002,60673.65240523165,194203,194203,1,3029,2970,125,-0.0013851485301462903
Michigan,Bay & Midland Counties,-3.0388374276241176e-4,-56,1400,649,110012.39200989666,92251.48936170214,77031.3432835821,94785.1805414059,184281,184281,1,1642,1586,70,-0.0011015785675137426
Missouri,"Pettis, Randolph, Saline, Cooper, Howard, Carroll & Chariton Counties",-3.047660725030672e-4,-39,700,551,69932.32902208202,61795.46153846154,52705.12500000008,58574.28359621451,127967,127967,1,690,651,41,-3.282096165417647e-4
Indiana,"Grant, Miami & Wabash Counties",-3.0583320901089066e-4,-41,1400,366,80686.80574074075,70027.56043956045,58304.57142857143,69135.52796296297,134060,134060,1,493,452,26,-3.80426674623303e-4
Michigan,Ottawa County,-3.1146893821687655e-4,-86,800,918,103912.6632086632,90419.57142857157,75779.53125000001,88536.64737464738,276111,276111,1,2681,2595,96,-6.446682674721399e-4
Indiana,"Jasper, Starke, Fulton, Newton & Pulaski Counties",-3.1350815626864613e-4,-31,700,222,70439.59246476847,64609.999999999985,54531.27272727274,58163.93758987633,98881,98881,1,188,157,12,-3.1350815626864613e-4
West Virginia,"Wood, Pleasants & Wirt Counties",-3.1911389277773205e-4,-31,700,355,95752.12474660845,78402,69604.43750000006,84423.9600810853,97144,97144,1,718,687,33,-3.1911389277773205e-4
Texas,East Texas COG,-3.2111319240032114e-4,-42,1800,320,84281.23746452223,70975.00000000001,60493.33870967744,70982.56669820246,130795,130795,1,682,640,38,-3.2111319240032114e-4
Texas,Ark-Tex COG,-3.2244289710585714e-4,-37,1100,311,98133.48155613788,81010.77551020408,70151.3055555555,84302.91675065512,114749,114749,1,531,494,33,-3.2244289710585714e-4
Michigan,Livingston County,-3.2344717943095223e-4,-59,2800,983,124724.6169700364,111912.50000000001,92053.77777777778,104574.90450854102,182410,182410,1,1688,1629,83,-7.071980702812345e-4
New Jersey,Ocean County,-3.2416103619389386e-4,-185,1200,2036,115685.58447193739,101380,75167.17948717932,90320.00139473616,570704,570704,1,3743,3558,169,-3.4343547618380106e-4
Kentucky,Northern Kentucky Area Development District,-3.243383497664764e-4,-40,2500,457,120030.83518420589,102943.82758620691,84675.09677419355,102862.26088489336,123328,123328,1,1373,1333,48,-0.0012892449403217436
Oklahoma,Northeast Oklahoma,-3.2441896801372103e-4,-136,190,1122,90214.31359528683,76960.81081081081,65317.54166666663,76566.54865445105,419211,160690,0.3833153233097414,1994,1858,105,-3.8882567489879796e-4
New York,Madison & Cortland Counties,-3.248777318266031e-4,-37,1500,669,92131.1439127375,83111.7894736842,67801.82352941176,75393.9714989444,113889,113889,1,880,843,56,-0.0012292670933979576
New York,Ulster County,-3.2518986560190995e-4,-79,2700,1086,110404.8173564753,90228.62962962964,71019.21428571412,88643.54632843792,242935,140460,0.5781793483853706,1515,1436,81,-6.174491119023607e-4
New York,Monroe County,-3.2571476295203364e-4,-234,900,3775,107429.62041178334,89823.32075471658,72609.69999999991,89965.28155844155,718420,718420,1,10255,10021,425,-7.182428106121767e-4
South Carolina,"Georgetown, Marion & Dillon Counties",-3.2603427765784024e-4,-37,1000,277,91474.40530524674,65986.25,57300.72,76005.86463818997,113485,113485,1,358,321,17,-3.2603427765784024e-4
Kansas,South Central Kansas,-3.2678107029877776e-4,-72,990,969,79987.01485027997,66000.00000000029,55421.45454545508,68166.84638480889,220331,112241,0.5094199182139599,1463,1391,91,-3.8124458201524073e-4
Pennsylvania,Adams & Franklin,-3.3530882750986736e-4,-83,3700,692,100218.56915008262,85523,68753.8604651163,82634.86543573532,247533,124790,0.5041348022283898,1411,1328,58,-6.140595395361427e-4
Georgia,Southwest Georgia Regional Commission,-3.3951610021085735e-4,-38,1100,271,83535.44682064443,72127,63360,71068.08668377531,111924,111924,1,327,289,25,-3.3951610021085735e-4
Texas,Brazos Valley COG,-3.396186365726819e-4,-48,3601,367,91214.93871767622,78011.57142857143,66121.50000000009,79086.72830322353,141335,141335,1,499,451,34,-3.396186365726819e-4
Ohio,Cuyahoga County,-3.411130171693552e-4,-414,900,6727,107746.22469339879,83132,68108.82352941466,90797.3196416794,1213674,839633,0.6918109805433749,17054,16640,846,-0.0010356982187968104
Indiana,Madison County,-3.436265092232479e-4,-44,1900,417,83859.9090343648,71579.26,60602.86792452829,70877.90934535842,128046,128046,1,764,720,34,-3.436265092232479e-4
Virginia,Newport News City,-3.441401243651208e-4,-58,51175,630,85609.41256102973,75948,59511.31578947369,68798.91899689303,168536,168536,1,2356,2298,105,-0.0011154886789765985
Illinois,"Livingston, Ford, Iroquois & Vermilion Counties",-3.4732747297160755e-4,-55,2200,565,84167.50434517457,76527.33333333331,62048.89285714286,71411.70193627078,158352,158352,1,724,669,43,-3.4732747297160755e-4
Indiana,"Howard, Cass & Tipton Counties",-3.4793680875320175e-4,-47,1300,429,98440.77056939997,82982.49999999997,70865.25806451612,85710.44619239873,135082,135082,1,720,673,38,-6.514561525591862e-4
Pennsylvania,Cambria County,-3.493935526193821e-4,-49,2100,602,91196.10195337114,81561.43396226416,68882.00000000001,78247.18853182104,140243,140243,1,748,699,49,-4.349593206078022e-4
Louisiana,Capital Region Planning Commission 3,-3.5273545091348474e-4,-141,1500,1727,104437.58926258096,85005.96296296296,69509.66666666667,87785.07237169905,399733,157671,0.3944407892268089,5985,5844,235,-7.830226676306434e-4
Maryland,Prince George's County,-3.5693630078477586e-4,-295,1100,4573,115418.4825330599,101380,78615.2678571428,90771.6881055088,826478,826478,1,11366,11071,533,-9.93371874387461e-4
Indiana,"Dubois, Knox, Spencer, Perry, Pike & Crawford Counties",-3.58849957655705e-4,-50,3400,361,95798.69593147752,85902.20253164558,75422.58823529414,82795.25399439961,139334,139334,1,577,527,32,-5.813369314022421e-4
California,San Joaquin County,-3.6165570962121325e-4,-247,7700,1519,110521.27100930095,95500,73458.05714285762,87534.83580372695,682970,682970,1,4216,3969,178,-3.953321522175205e-4
Ohio,"Jackson, Hocking, Pike & Vinton Counties",-3.621256777282649e-4,-36,4900,196,83191.1831193433,70900.60550458715,56593.657534246566,70568.63797095348,99413,99413,1,384,348,12,-3.621256777282649e-4
New Jersey,Hunterdon County,-3.6769995683522247e-4,-46,800,1119,172869.2608067563,145995.16279069768,113590.34482758616,140168.75341704633,125102,125102,1,1363,1317,81,-5.195760259628144e-4
Louisiana,Kisatchie Delta Regional Planning & Development District 1,-3.863987635239567e-4,-46,600,207,80984.76462853386,72511.58620689652,57326.23999999998,70348.77646285339,119048,119048,1,294,248,17,-3.863987635239567e-4
Wisconsin,Walworth County,-3.9393342525113255e-4,-40,50000,351,99148.4854315558,84621.86363636365,65976.44444444444,81028.70973062122,101540,101540,1,951,911,39,-3.9393342525113255e-4
Wisconsin,Racine County,-3.9466206402997327e-4,-75,30000,464,113324.20162340149,92000,76391.0977443609,95911.1908262501,190036,190036,1,1394,1319,51,-5.577890504956956e-4
Wisconsin,"Oneida, Lincoln, Vilas, Langlade & Forest Counties",-3.966501095295189e-4,-44,600,464,92415.89003115265,73235.20000000001,61204.68750000003,78019.98722741433,110929,110929,1,684,640,33,-3.966501095295189e-4
Wisconsin,Dane County,-4.0273305707951414e-4,-204,104,2512,108867.44781426202,89507.17187500006,71955.066666667,89453.93537645107,506539,389871,0.7696761749835649,11700,11496,334,-0.001711615492587935
