statefip,sea,skill,hhinc,cost,costShared,incShared,stay,inMig,outMig,year,index,basePop,basePopTot,netMig,lr,lincShared
Illinois,100,1,20187.527,4730.125,159.91626,15263.855,19418,2756,3443,1940,16.39529854910714,22861,102470,-.0067044012,9.6458435,9.6332426
Illinois,101,1,28234.234,5435.9375,256.58524,24491.646,21511,5045,5000,1940,16.39529854910714,26511,98448,.00045709411,10.034441,10.106088
Illinois,101,0,21826.559,3847.0203,256.58524,24491.646,66063,7857,5874,1940,16.39529854910714,71937,98448,.020142613,9.7969894,10.106088
Illinois,102,0,18115.355,3089.7058,244.53175,23067.383,37948,2200,2600,1940,16.39529854910714,40548,57325,-.0069777584,9.6175137,10.046175
Illinois,102,1,34123.809,6208.626,244.53175,23067.383,15090,2300,1687,1940,16.39529854910714,16777,57325,.010693415,10.236926,10.046175
Illinois,103,1,18949.74,3994.7151,186.22203,14486.917,51900,9334,7978,1940,16.39529854910714,59878,213088,.0063635679,9.6128025,9.5810013
Illinois,103,0,12133.471,2758.9221,186.22203,14486.917,144705,8597,8505,1940,16.39529854910714,153210,213088,.00043174651,9.1457539,9.5810013
Illinois,104,0,9815.4912,2370.771,149.77678,11604.501,51919,4544,4420,1940,16.39529854910714,56339,66314,.0018698918,8.9152603,9.359148
Illinois,104,1,17156.664,3063.9373,149.77678,11604.501,8619,1600,1356,1940,16.39529854910714,9975,66314,.0036794643,9.5534143,9.359148
Illinois,105,0,20057.561,2713.3135,180.95184,22344.752,123331,6900,7688,1940,16.39529854910714,131019,157068,-.0050169355,9.7610159,10.014347
Illinois,105,1,31693.188,4236.8667,180.95184,22344.752,23793,2274,2256,1940,16.39529854910714,26049,157068,.00011460004,10.220351,10.014347
Illinois,106,1,14147.601,1683.0677,95.672256,10649.185,7261,3678,900,1940,16.39529854910714,8161,59516,.046676524,9.4306421,9.2732382
Illinois,106,0,9377.9902,1519.374,95.672256,10649.185,47255,7352,4100,1940,16.39529854910714,51355,59516,.05464077,8.9693661,9.2732382
Illinois,107,0,10538.23,1097.3558,93.723854,12465.507,38006,2488,2500,1940,16.39529854910714,40506,51658,-.00023229702,9.1528044,9.4307203
Illinois,107,1,15078.929,3129.1292,93.723854,12465.507,9452,1200,1700,1940,16.39529854910714,11152,51658,-.0096790427,9.3884697,9.4307203
Illinois,108,0,12713.702,1436.7748,92.685478,14196.368,74601,4344,4877,1940,16.39529854910714,79478,92955,-.0057339575,9.330514,9.5607414
Illinois,108,1,20560.086,2121.4756,92.685478,14196.368,11000,1700,2477,1940,16.39529854910714,13477,92955,-.0083588837,9.8222017,9.5607414
Illinois,109,1,20373.01,2336.0657,90.433861,12571.04,8959,877,1300,1940,16.39529854910714,10259,64040,-.0066052466,9.8001776,9.4391508
Illinois,109,0,10747.724,1316.3723,90.433861,12571.04,49424,2917,4357,1940,16.39529854910714,53781,64040,-.022485945,9.1517944,9.4391508
Indiana,110,0,21279.889,2775.5271,179.65121,23247.68,50236,7289,2263,1940,16.39529854910714,52499,70524,.071266517,9.8257618,10.053961
Indiana,110,1,24339.635,3533.292,179.65121,23247.68,15325,4443,2700,1940,16.39529854910714,18025,70524,.024714991,9.9430132,10.053961
Indiana,111,0,27053.68,3807.8525,262.18207,29737.508,101835,10603,6700,1940,16.39529854910714,108535,145695,.02678884,10.053881,10.300164
Indiana,111,1,35906.684,5647.6313,262.18207,29737.508,32712,4588,4448,1940,16.39529854910714,37160,145695,.00096091151,10.317551,10.300164
Indiana,112,1,31975.012,4934.0352,218.93866,25505.951,17328,2700,4100,1940,16.39529854910714,21428,80665,-.017355731,10.205109,10.146667
Indiana,112,0,22579.248,3173.178,218.93866,25505.951,55137,2234,4100,1940,16.39529854910714,59237,80665,-.02313271,9.8733416,10.146667
Indiana,113,1,13292.408,2946.6047,150.43942,9930.5947,12516,3100,1900,1940,16.39529854910714,14416,51000,.023529412,9.2443361,9.2033758
Indiana,113,0,8254.9834,2328.1614,150.43942,9930.5947,33984,4156,2600,1940,16.39529854910714,36584,51000,.030509803,8.6872435,9.2033758
Indiana,114,0,11640.315,2244.2732,148.02786,13694.115,87771,8588,7782,1940,16.39529854910714,95553,137943,.005842993,9.1480436,9.5247211
Indiana,114,1,16082.542,3109.2732,148.02786,13694.115,36062,6688,6328,1940,16.39529854910714,42390,137943,.0026097735,9.4706459,9.5247211
Indiana,115,0,11170.575,2127.4854,146.62781,13664.336,63127,6216,5326,1940,16.39529854910714,68453,92373,.0096348496,9.1097565,9.5225449
Indiana,115,1,16655.107,3267.3662,146.62781,13664.336,20820,3400,3100,1940,16.39529854910714,23920,92373,.0032477023,9.5020943,9.5225449
Indiana,116,1,29240.229,4912.6587,256.97775,25971.166,19775,3287,3375,1940,16.39529854910714,23150,75045,-.0011726298,10.099365,10.164742
Indiana,116,0,24078.111,3951.4956,256.97775,25971.166,48007,3545,3888,1940,16.39529854910714,51895,75045,-.0045705908,9.9097986,10.164742
Indiana,117,0,17827.457,2795.4644,193.13478,20503.199,128083,11364,9113,1940,16.39529854910714,137196,190573,.011811746,9.6179361,9.9283361
Indiana,117,1,23674.404,4088.7639,193.13478,20503.199,48702,6864,4675,1940,16.39529854910714,53377,190573,.011486412,9.8825521,9.9283361
Indiana,118,0,9793.6328,1818.073,131.49875,11840.619,72585,9179,6068,1940,16.39529854910714,78653,110667,.028111361,8.9841375,9.3792915
Indiana,118,1,14318.919,3023.3687,131.49875,11840.619,28750,3827,3264,1940,16.39529854910714,32014,110667,.0050873342,9.3321638,9.3792915
Indiana,119,1,34070.281,5608.8774,252.65492,26197.848,66755,11880,11240,1940,16.39529854910714,77995,235889,.0027131406,10.256304,10.173432
Indiana,119,0,21171.033,3476.6184,252.65492,26197.848,148242,13786,9652,1940,16.39529854910714,157894,235889,.017525192,9.781004,10.173432
Indiana,120,0,11440.418,2001.1125,139.38864,13639.121,132882,6336,8882,1940,16.39529854910714,141764,184947,-.013766106,9.1526375,9.5206976
Indiana,120,1,19271.895,3009.2644,139.38864,13639.121,38044,4500,5139,1940,16.39529854910714,43183,184947,-.0034550438,9.6966248,9.5206976
Indiana,121,1,26260.635,3872.9436,189.52092,22497.824,13570,3700,1200,1940,16.39529854910714,14770,61382,.040728554,10.016267,10.021173
Indiana,121,0,18732.496,2741.2366,189.52092,22497.824,45812,5074,800,1940,16.39529854910714,46612,61382,.069629535,9.6797972,10.021173
Indiana,122,1,16653.209,2170.0706,107.37227,11251.688,14958,1100,2788,1940,16.39529854910714,17746,84340,-.020014228,9.58074,9.3282738
Indiana,122,0,9399.665,1608.9253,107.37227,11251.688,61650,2490,4944,1940,16.39529854910714,66594,84340,-.029096514,8.9606915,9.3282738
Indiana,123,1,13665.481,2303.0737,133.77209,9740.3193,10971,1000,2019,1940,16.39529854910714,12990,61003,-.016704097,9.3380651,9.1840296
Indiana,123,0,8104.1963,2207.5227,133.77209,9740.3193,44084,3328,3929,1940,16.39529854910714,48013,61003,-.0098519744,8.6821432,9.1840296
Indiana,124,1,26387.248,4037.8342,144.72978,17771.895,6178,600,500,1940,16.39529854910714,6678,29328,.0034097109,10.014555,9.7853737
Indiana,124,0,14898.441,1933.8844,144.72978,17771.895,22050,1872,600,1940,16.39529854910714,22650,29328,.043371521,9.4699745,9.7853737
Iowa,125,0,6651.7861,3124.9382,194.89359,9476.5166,52268,3588,4741,1940,16.39529854910714,57009,79609,-.014483287,8.1681595,9.1565723
Iowa,125,1,16408.367,3684.5852,194.89359,9476.5166,18313,1888,4287,1940,16.39529854910714,22600,79609,-.030134784,9.4512281,9.1565723
Iowa,126,1,10036.953,4725.1724,199.42311,7361.1455,20058,3078,3787,1940,16.39529854910714,23845,78898,-.0089862859,8.5776825,8.9039707
Iowa,126,0,5855.8276,2855.7563,199.42311,7361.1455,49536,3770,5517,1940,16.39529854910714,55053,78898,-.022142513,8.0063915,8.9039707
Iowa,127,1,26626.85,4840.1909,200.61928,20117.191,16236,2300,3900,1940,16.39529854910714,20136,53225,-.030061062,9.9890528,9.9093304
Iowa,127,0,15162.117,2560.136,200.61928,20117.191,30519,2300,2570,1940,16.39529854910714,33089,53225,-.0050728042,9.4416094,9.9093304
Iowa,128,0,10370.348,2715.1194,179.31004,12459.381,135478,7403,7683,1940,16.39529854910714,143161,203533,-.0013756983,8.9431438,9.4302292
Iowa,128,1,15612.65,3689.2769,179.31004,12459.381,52872,7478,7500,1940,16.39529854910714,60372,203533,-.00010809058,9.3862562,9.4302292
Iowa,129,0,7076.5161,2667.3452,157.81587,8343.0693,30781,3087,2588,1940,16.39529854910714,33369,46752,.01067334,8.3914423,9.0291862
Iowa,129,1,14258.813,2487.9653,157.81587,8343.0693,10195,2100,3188,1940,16.39529854910714,13383,46752,-.023271732,9.3733816,9.0291862
Iowa,130,1,18562.664,3026.5442,167.82277,11433.761,30812,6275,8262,1940,16.39529854910714,39074,128889,-.015416366,9.6509228,9.344326
Iowa,130,0,8726.3135,2524.0237,167.82277,11433.761,81633,5519,8182,1940,16.39529854910714,89815,128889,-.020661188,8.7326736,9.344326
Iowa,131,0,18725.857,3143.7102,235.45473,24368.969,48860,4954,4400,1940,16.39529854910714,53260,94467,.0058644819,9.6538811,10.101066
Iowa,131,1,32476.789,5110.0796,235.45473,24368.969,33019,6678,8188,1940,16.39529854910714,41207,94467,-.015984418,10.217083,10.101066
Iowa,132,0,6200.1899,1894.6136,116.90769,6830.7285,37565,4100,5287,1940,16.39529854910714,42852,61317,-.019358417,8.3676662,8.8291864
Iowa,132,1,6416.3682,1840.4918,116.90769,6830.7285,15465,2500,3000,1940,16.39529854910714,18465,61317,-.0081543457,8.4285536,8.8291864
Iowa,133,0,9459.3408,2090.8213,124.98386,10738.774,58820,3718,4700,1940,16.39529854910714,63520,83616,-.011744164,8.9049721,9.2816162
Iowa,133,1,13419.063,1953.1772,124.98386,10738.774,16918,1400,3178,1940,16.39529854910714,20096,83616,-.021263873,9.3471317,9.2816162
Iowa,135,1,14553.362,3164.7668,163.75354,10643.477,32650,3987,5700,1940,16.39529854910714,38350,113617,-.015076969,9.3403673,9.2727022
Iowa,135,0,8455.7246,2407.3655,163.75354,10643.477,68449,4801,6818,1940,16.39529854910714,75267,113617,-.017752625,8.7075424,9.2727022
Iowa,136,0,13540.5,4110.8799,254.08954,15929.479,126917,7240,6768,1940,16.39529854910714,133685,192809,.0024480184,9.1516113,9.6759262
Iowa,136,1,19737.461,4359.2666,254.08954,15929.479,51158,7500,7966,1940,16.39529854910714,59124,192809,-.0024168997,9.6407061,9.6759262
Iowa,137,1,26101.314,5353.0649,245.65034,23932.049,9600,1940,2488,1940,16.39529854910714,12088,44001,-.012454262,9.940217,10.082973
Iowa,137,0,21081.924,3426.2629,245.65034,23932.049,29413,1800,2500,1940,16.39529854910714,31913,44001,-.015908729,9.7788115,10.082973
Kansas,138,0,7662.0757,6517.3877,330.03845,8998.2393,20138,1856,4935,1940,16.39529854910714,25073,39550,-.077850819,7.0428872,9.104784
Kansas,138,1,12585.913,2442.8896,330.03845,8998.2393,9956,2200,4521,1940,16.39529854910714,14477,39550,-.05868521,9.2245417,9.104784
Kansas,139,1,11550.557,2273.896,164.28546,8337.4629,16032,3387,6200,1940,16.39529854910714,22232,70285,-.040022764,9.1352568,9.0285139
Kansas,139,0,6851.7329,2921.8384,164.28546,8337.4629,40692,3887,7361,1940,16.39529854910714,48053,70285,-.04942733,8.2763681,9.0285139
Kansas,140,0,4680.2012,2415.812,138.63268,6863.1035,52081,3969,6745,1940,16.39529854910714,58826,85279,-.032551978,7.7250605,8.8339148
Kansas,140,1,12546.786,2047.3231,138.63268,6863.1035,20599,3100,5854,1940,16.39529854910714,26453,85279,-.032294001,9.259079,8.8339148
Kansas,141,1,16278.202,2957.7815,204.24365,12369.023,23076,4700,5000,1940,16.39529854910714,28076,78287,-.0038320539,9.4970531,9.4229507
Kansas,141,0,10129.832,3659.6035,204.24365,12369.023,43333,5730,6878,1940,16.39529854910714,50211,78287,-.014663992,8.7749662,9.4229507
Kansas,142,1,21513.945,4059.9294,245.00713,16856.66,24123,4763,6000,1940,16.39529854910714,30123,73506,-.016828557,9.7673254,9.732501
Kansas,142,0,13282.496,3624.5342,245.00713,16856.66,37793,4500,5590,1940,16.39529854910714,43383,73506,-.014828721,9.1755381,9.732501
Kansas,143,1,12413.148,3969.426,181.3914,9242.5234,15768,2477,3600,1940,16.39529854910714,19368,57985,-.019367078,9.0411787,9.1315699
Kansas,143,0,7315.3096,2594.5452,181.3914,9242.5234,34104,1864,4513,1940,16.39529854910714,38617,57985,-.04568423,8.4597263,9.1315699
Kansas,145,1,17161.656,3175.2104,137.71497,11100.251,25943,4746,6300,1940,16.39529854910714,32243,98041,-.015850512,9.5458441,9.314723
Kansas,145,0,8559.8799,1963.5175,137.71497,11100.251,58398,3916,7400,1940,16.39529854910714,65798,98041,-.035536155,8.7942734,9.314723
Kansas,146,1,21720.469,3173.0764,160.68829,14087.689,35530,5287,9200,1940,16.39529854910714,44730,124083,-.031535342,9.8280849,9.5530567
Kansas,146,0,9419.7842,2349.4883,160.68829,14087.689,70603,3775,8750,1940,16.39529854910714,79353,124083,-.04009413,8.863658,9.5530567
Kansas,147,1,22479.838,3280.772,147.4008,20405.818,19577,3600,5570,1940,16.39529854910714,25147,88829,-.022177443,9.8626165,9.9235754
Kansas,147,0,18074.256,2140.5483,147.4008,20405.818,57595,6900,6087,1940,16.39529854910714,63682,88829,.0091524161,9.6761923,9.9235754
Kansas,148,1,10823.436,2018.6143,124.8047,9048.9189,16210,2700,3676,1940,16.39529854910714,19886,71644,-.013622914,9.0830545,9.1104002
Kansas,148,0,7380.4492,2019.1738,124.8047,9048.9189,45370,3200,6388,1940,16.39529854910714,51758,71644,-.044497795,8.586957,9.1104002
Kansas,149,1,17733.846,2429.7056,106.10008,12175.196,23550,3900,5177,1940,16.39529854910714,28727,99531,-.012830174,9.6358786,9.407156
Kansas,149,0,9746.5586,1497.2627,106.10008,12175.196,63271,2900,7533,1940,16.39529854910714,70804,99531,-.046548311,9.0178833,9.407156
Kentucky,150,1,20138.34,2852.9604,98.975395,9739.1582,9334,1500,1600,1940,16.39529854910714,10934,69042,-.0014483937,9.757616,9.1839104
Kentucky,150,0,8029.2773,1443.2021,98.975395,9739.1582,54078,5400,4030,1940,16.39529854910714,58108,69042,.019842993,8.7927132,9.1839104
Kentucky,151,1,18777.369,2912.2168,99.284416,10016.472,8608,1400,1400,1940,16.39529854910714,10008,59389,0,9.6718807,9.2119865
Kentucky,151,0,7762.1802,1410.9863,99.284416,10016.472,45181,2432,4200,1940,16.39529854910714,49381,59389,-.029769823,8.7563982,9.2119865
Kentucky,152,0,5426.3335,1363.3916,90.509895,6045.7271,80966,3200,5040,1940,16.39529854910714,86006,93872,-.019601159,8.3096628,8.7071066
Kentucky,152,1,9943.1777,2974.5107,90.509895,6045.7271,7466,600,400,1940,16.39529854910714,7866,93872,.0021305608,8.8491793,8.7071066
Kentucky,153,0,4566.7158,1282.7806,82.336433,5543.3018,35386,1740,1587,1940,16.39529854910714,36973,40873,.0037433023,8.0967979,8.6203451
Kentucky,153,1,16529.975,2086.8872,82.336433,5543.3018,3500,800,400,1940,16.39529854910714,3900,40873,.0097864112,9.5779715,8.6203451
Kentucky,154,1,11430.218,2595.8655,100.65597,6885.7603,9590,1240,1256,1940,16.39529854910714,10846,73580,-.00021745039,9.0864029,8.8372107
Kentucky,154,0,5957.1079,1524.5828,100.65597,6885.7603,57018,2463,5716,1940,16.39529854910714,62734,73580,-.044210382,8.3967247,8.8372107
Kentucky,155,1,8435.9277,1627.2334,56.0438,4413.6719,5178,600,1300,1940,16.39529854910714,6478,85819,-.0081567019,8.8259554,8.3924618
Kentucky,155,0,3810.8621,866.0343,56.0438,4413.6719,74686,1848,4655,1940,16.39529854910714,79341,85819,-.032708373,7.9878058,8.3924618
Kentucky,156,1,20727.803,4071.9797,143.13197,8689.0322,23602,1856,2100,1940,16.39529854910714,25702,135933,-.0017950019,9.7205153,9.0698166
Kentucky,156,0,5978.0874,2016.5551,143.13197,8689.0322,102094,7140,8137,1940,16.39529854910714,110231,135933,-.0073344959,8.2843866,9.0698166
Kentucky,157,0,20058.207,3829.3557,268.32877,23225.35,143437,8036,7034,1940,16.39529854910714,150471,195101,.0051358016,9.6945457,10.052999
Kentucky,157,1,29234.129,6369.4102,268.32877,23225.35,39343,6365,5287,1940,16.39529854910714,44630,195101,.0055253431,10.037351,10.052999
Kentucky,158,0,24510.586,3498.2415,225.44672,26189.424,62028,5100,3288,1940,16.39529854910714,65316,80109,.022619182,9.9528656,10.173111
Kentucky,158,1,30993.443,4633.9351,225.44672,26189.424,12893,2100,1900,1940,16.39529854910714,14793,80109,.0024965983,10.179585,10.173111
Kentucky,159,0,12538.301,2446.5852,184.03899,15259.382,69097,7506,5674,1940,16.39529854910714,74771,101052,.01812928,9.21947,9.6329498
Kentucky,159,1,21896.582,4738.5737,184.03899,15259.382,22281,4000,4000,1940,16.39529854910714,26281,101052,0,9.7502203,9.6329498
Kentucky,160,1,22530.664,1729.5819,64.10891,9120.9189,13533,1200,2154,1940,16.39529854910714,15687,165008,-.0057815379,9.9427605,9.1183262
Kentucky,160,0,7478.4497,971.71906,64.10891,9120.9189,136581,8025,12740,1940,16.39529854910714,149321,165008,-.028574372,8.780592,9.1183262
Kentucky,162,1,16732.385,1526.1787,64.466263,10205.946,9219,2312,2087,1940,16.39529854910714,11306,111284,.002021854,9.6294594,9.2307262
Kentucky,162,0,9256.8242,998.17224,64.466263,10205.946,93341,6269,6637,1940,16.39529854910714,99978,111284,-.0033068545,9.0190163,9.2307262
Louisiana,163,1,23149.463,2844.8635,71.507332,8910.3574,8146,2288,1188,1940,16.39529854910714,9334,61717,.01782329,9.9186029,9.0949697
Louisiana,163,0,6514.3252,960.21509,71.507332,8910.3574,49409,4147,2974,1940,16.39529854910714,52383,61717,.019006109,8.6222935,9.0949697
Louisiana,164,1,26082.283,4524.5171,153.85649,17475.244,17076,5600,2500,1940,16.39529854910714,19576,68200,.045454547,9.9784918,9.7685404
Louisiana,164,0,14528.296,2015.8093,153.85649,17475.244,44237,4622,4387,1940,16.39529854910714,48624,68200,.0034457478,9.4344826,9.7685404
Louisiana,165,0,5042.6123,1444.0165,108.38338,7623.7783,84480,4428,6885,1940,16.39529854910714,91365,109532,-.0224318,8.1882992,8.9390278
Louisiana,165,1,18081.949,2892.5535,108.38338,7623.7783,16409,1176,1758,1940,16.39529854910714,18167,109532,-.0053135157,9.6283531,8.9390278
Louisiana,166,1,17158.805,2372.563,70.884544,6321.3398,6792,1500,1200,1940,16.39529854910714,7992,82128,.0036528346,9.6014528,8.7516861
Louisiana,166,0,4695.687,1050.139,70.884544,6321.3398,72136,2131,2000,1940,16.39529854910714,74136,82128,.0015950711,8.2012615,8.7516861
Louisiana,167,1,18313.139,2555.2073,87.831474,8428.7881,11570,1758,2988,1940,16.39529854910714,14558,84011,-.014640939,9.6650991,9.0394087
Louisiana,167,0,6742.9707,1273.5541,87.831474,8428.7881,66841,3608,2612,1940,16.39529854910714,69453,84011,.01185559,8.6069269,9.0394087
Louisiana,168,1,29497.695,3464.8408,97.065506,12869.359,18926,4287,2400,1940,16.39529854910714,21326,109468,.017237915,10.167114,9.4626045
Louisiana,168,0,9259.4688,1196.9531,97.065506,12869.359,84926,5447,3216,1940,16.39529854910714,88142,109468,.020380385,8.9949808,9.4626045
Louisiana,169,0,16808.994,2900.022,208.42227,21155.406,214575,6164,9862,1940,16.39529854910714,224437,288755,-.012806704,9.5402889,9.959651
Louisiana,169,1,32480.02,5165.5371,208.42227,21155.406,57818,5400,6500,1940,16.39529854910714,64318,288755,-.0038094579,10.215173,9.959651
Louisiana,170,1,18217.27,2585.7878,89.667946,9233.4463,9469,2200,1600,1940,16.39529854910714,11069,110873,.005411597,9.6570425,9.1305876
Louisiana,170,0,7735.918,1392.5963,89.667946,9233.4463,97030,4847,2774,1940,16.39529854910714,99804,110873,.018697068,8.7551575,9.1305876
Louisiana,171,1,24551.846,2697.1182,95.831482,10287.843,9353,2400,1078,1940,16.39529854910714,10431,77749,.017003434,9.9921722,9.238718
Louisiana,171,0,8066.5288,1413.9725,95.831482,10287.843,64056,2370,3262,1940,16.39529854910714,67318,77749,-.011472817,8.8027563,9.238718
Louisiana,172,1,11850.874,1891.9329,67.684433,5917.0483,4887,288,500,1940,16.39529854910714,5387,35248,-.0060145254,9.2062263,8.6855927
Louisiana,172,0,5056.7559,996.2984,67.684433,5917.0483,28149,2600,1712,1940,16.39529854910714,29861,35248,.025192918,8.3090506,8.6855927
Maine,173,0,14247.188,2061.2729,147.0993,17343.627,91941,2935,2264,1940,16.39529854910714,94205,128781,.0052103959,9.4080362,9.7609806
Maine,173,1,21345.137,3561.3184,147.0993,17343.627,32576,2500,2000,1940,16.39529854910714,34576,128781,.0038825604,9.7860441,9.7609806
Maine,175,0,11311.625,1559.7703,105.0589,13242.704,42641,1528,2552,1940,16.39529854910714,45193,64982,-.015758211,9.1852131,9.4912024
Maine,175,1,17875.752,2245.4299,105.0589,13242.704,17389,500,2400,1940,16.39529854910714,19789,64982,-.029238867,9.6569681,9.4912024
Maine,176,0,19118.537,2958.3018,190.64124,21482.813,75911,4228,1767,1940,16.39529854910714,77678,111098,.022151614,9.6903086,9.975008
Maine,176,1,23007.984,3437.5159,190.64124,21482.813,31220,3400,2200,1940,16.39529854910714,33420,111098,.010801274,9.8817768,9.975008
Maine,177,1,21707.012,4426.0654,228.12523,21576.723,25332,2500,3144,1940,16.39529854910714,28476,71132,-.0090535907,9.7573595,9.9793701
Maine,177,0,19670.619,3346.3816,228.12523,21576.723,39769,1828,2887,1940,16.39529854910714,42656,71132,-.014887814,9.7004061,9.9793701
Maryland,178,0,16313.224,3570.6541,220.664,17786.887,39430,1200,1276,1940,16.39529854910714,40706,49329,-.0015406759,9.4527035,9.7862167
Maryland,178,1,21101.566,3980.6511,220.664,17786.887,7923,1678,700,1940,16.39529854910714,8623,49329,.019826066,9.7480564,9.7862167
Maryland,179,1,18980.125,6988.23,258.87167,16683.027,14871,2377,3100,1940,16.39529854910714,17971,95820,-.0075453976,9.3919859,9.722147
Maryland,179,0,15006.045,3786.9534,258.87167,16683.027,76249,4181,1600,1940,16.39529854910714,77849,95820,.026935922,9.3253717,9.722147
Maryland,180,0,24781.066,4131.3818,272.40945,27579.764,397916,14479,9380,1940,16.39529854910714,407296,515914,.0098834299,9.9354553,10.224837
Maryland,180,1,33553.688,5569.1143,272.40945,27579.764,98565,14970,10053,1940,16.39529854910714,108618,515914,.0095306579,10.239408,10.224837
Maryland,181,0,24742.834,3641.0605,309.65253,32671.229,32650,12004,500,1940,16.39529854910714,33150,54335,.21172357,9.9571123,10.39425
Maryland,181,1,43743.773,7315.3711,309.65253,32671.229,20085,15153,1100,1940,16.39529854910714,21185,54335,.25863624,10.503104,10.39425
Maryland,182,0,6994.6123,1689.1499,114.46931,7818.9644,13556,500,556,1940,16.39529854910714,14112,15669,-.0035739357,8.5764923,8.9643078
Maryland,182,1,18095.553,5282.9297,114.46931,7818.9644,1470,300,87,1940,16.39529854910714,1557,15669,.01359372,9.4581861,8.9643078
Maryland,183,1,23364.939,3363.9055,197.66969,10344.464,4500,1100,400,1940,16.39529854910714,4900,36014,.019436887,9.9035397,9.2442064
Maryland,183,0,8755.3662,3280.4299,197.66969,10344.464,29544,1900,1570,1940,16.39529854910714,31114,36014,.0091631031,8.6079359,9.2442064
Maryland,184,0,11922.636,1807.4073,123.87375,13244.391,41629,1926,1387,1940,16.39529854910714,43016,49180,.01095974,9.221797,9.4913292
Maryland,184,1,19317.697,3896.9094,123.87375,13244.391,5564,1100,600,1940,16.39529854910714,6164,49180,.010166734,9.6434717,9.4913292
Massachusetts,185,1,29635.359,5470.2759,245.12862,25776.402,19516,1900,1887,1940,16.39529854910714,21403,81888,.00015875342,10.092664,10.157215
Massachusetts,185,0,22558.238,3548.0232,245.12862,25776.402,57930,2151,2555,1940,16.39529854910714,60485,81888,-.0049335677,9.8527317,10.157215
Massachusetts,186,1,32124.311,5386.6729,275.0405,27407.432,52233,3800,5700,1940,16.39529854910714,57933,201603,-.0094244629,10.193828,10.21857
Massachusetts,186,0,24288.988,4066.4587,275.0405,27407.432,138970,5128,4700,1940,16.39529854910714,143670,201603,.0021229843,9.9145527,10.21857
Massachusetts,187,1,31768.998,11163.199,384.56387,29045.842,52130,3877,3500,1940,16.39529854910714,55630,222975,.0016907725,9.9333277,10.27663
Massachusetts,187,0,26548.254,4823.1875,384.56387,29045.842,162963,4558,4382,1940,16.39529854910714,167345,222975,.00078932615,9.9862223,10.27663
Massachusetts,188,1,32193.979,6546.3828,335.22214,28613.926,455449,20821,24159,1940,16.39529854910714,479608,1299287,-.0025691013,10.152205,10.261649
Massachusetts,188,0,23977.949,4823.1382,335.22214,28613.926,799790,15118,19889,1940,16.39529854910714,819679,1299287,-.003672014,9.8603096,10.261649
Massachusetts,189,1,20321.361,4011.9604,195.24295,17302.602,8263,1400,500,1940,16.39529854910714,8763,22054,.040808924,9.6994972,9.7586117
Massachusetts,189,0,13851.649,2640.709,195.24295,17302.602,12991,700,300,1940,16.39529854910714,13291,22054,.018137299,9.324645,9.7586117
Massachusetts,190,0,20501.783,3027.8416,214.05798,24509.697,52830,3188,1488,1940,16.39529854910714,54318,84458,.020128347,9.768466,10.106824
Massachusetts,190,1,28318.76,4373.5859,214.05798,24509.697,27740,2100,2400,1940,16.39529854910714,30140,84458,-.0035520613,10.083522,10.106824
Massachusetts,191,1,30558.506,4626.0835,210.03558,23145.023,31584,1900,4100,1940,16.39529854910714,35684,185487,-.01186067,10.163249,10.049535
Massachusetts,191,0,19873.832,3157.0881,210.03558,23145.023,145463,3547,4340,1940,16.39529854910714,149803,185487,-.0042752321,9.7241659,10.049535
Michigan,192,1,19215.865,2376.0239,127.6024,16820.346,16602,2300,2400,1940,16.39529854910714,19002,93496,-.0010695645,9.7315025,9.7303448
Michigan,192,0,15033.286,2032.9989,127.6024,16820.346,71694,3100,2800,1940,16.39529854910714,74494,93496,.0032086933,9.4727268,9.7303448
Michigan,193,0,14538.506,1472.3239,115.61504,16258.727,37584,1550,1800,1940,16.39529854910714,39384,49836,-.005016454,9.4777822,9.6963854
Michigan,193,1,21832.248,3744.491,115.61504,16258.727,8752,600,1700,1940,16.39529854910714,10452,49836,-.022072397,9.8029909,9.6963854
Michigan,194,1,20697.213,2694.6467,140.68527,12946.674,8518,1600,700,1940,16.39529854910714,9218,37910,.023740439,9.7982693,9.4685946
Michigan,194,0,9417.1543,2191.3381,140.68527,12946.674,27092,2876,1600,1940,16.39529854910714,28692,37910,.033658665,8.8854151,9.4685946
Michigan,195,0,8076.6074,1030.4333,72.22348,9853.9707,41355,3361,3292,1940,16.39529854910714,44647,55105,.0012521549,8.86024,9.1956301
Michigan,195,1,17057.771,1996.1276,72.22348,9853.9707,9058,1888,1400,1940,16.39529854910714,10458,55105,.0088558206,9.6199064,9.1956301
Michigan,196,0,10474.938,2042.447,143.77031,12152.58,33217,3140,1376,1940,16.39529854910714,34593,43911,.040172167,9.0398474,9.4052963
Michigan,196,1,16505.672,4078.0457,143.77031,12152.58,8530,2000,788,1940,16.39529854910714,9318,43911,.027601285,9.4276772,9.4052963
Michigan,197,0,13308.131,2369.1245,164.67838,15518.834,60986,3603,5086,1940,16.39529854910714,66072,83293,-.017804617,9.3000898,9.6498098
Michigan,197,1,21098.936,4245.147,164.67838,15518.834,14621,2500,2600,1940,16.39529854910714,17221,83293,-.0012005811,9.7323303,9.6498098
Michigan,198,0,19706.613,2418.0515,184.19644,22751.701,45082,4548,1820,1940,16.39529854910714,46902,59943,.045509901,9.7578001,10.032395
